V	FIX.5.0SP2
F	1328	RejTxt
F	1329	FeeMult
F	1330	Sym
F	1331	Sfx
F	1332	ID
F	1333	Src
F	1334	NoUnderlyingLegSecurityAltID
F	1335	AltID
F	1336	AltIDSrc
F	1337	SecType
F	1338	SubType
F	1339	MMY
F	1340	StrkPx
F	1341	Exch
F	1342	NoOfLegUnderlyings
F	1343	PutCall
F	1344	CFI
F	1345	MatDt
F	1346	ApplReqID
F	1347	ApplReqTyp
F	1348	ApplRespTyp
F	1349	ApplTotMsgCnt
F	1350	ApplLastSeqNum
F	1351	NoApplIDs
F	1352	ApplResendFlag
F	1353	ApplRespID
F	1354	ApplRespErr
F	1355	RefApplID
F	1356	ApplRptID
F	1357	RefApplLastSeqNum
F	1358	PutCall
F	1361	TotNoFills
F	1362	NoFills
F	1363	FillExecID
F	1364	FillPx
F	1365	FillQty
F	1366	LegAllocID
F	1367	AllocSettlCcy
F	1368	TradSesEvent
F	1369	MassActionReportID
F	1370	NoNotAffectedOrders
F	1371	NotAffectedOrderID
F	1372	NotAffOrigClOrdID
F	1373	MassActionType
F	1374	MassActionScope
F	1375	MassActionResponse
F	1376	MassActionRejectReason
F	1377	MlegModel
F	1378	MlegPxMeth
F	1379	LegVolatility
F	1380	DividendYield
F	1381	LegDividendYield
F	1382	CurrencyRatio
F	1383	LegCurrencyRatio
F	1384	LegExecInst
F	1385	ContingencyType
F	1386	ListRejectReason
F	1387	NoTrdRepIndicators
F	1388	PtyRole
F	1389	TrdRepInd
F	1390	TrdPubInd
F	1391	OptAt
F	1392	Desc
F	1393	MktReqID
F	1394	MktRptID
F	1395	MktUpdtActn
F	1396	MarketSegmentDesc
F	1397	EncodedMktSegmDescLen
F	1398	EncodedMktSegmDesc
F	1399	ApplNewSeqNum
F	1400	EncPwdMethod
F	1401	EncPwdLen
F	1402	EncPwd
F	1403	EncNewPwdLen
F	1404	EncNewPwd
F	1405	MatTm
F	1406	RefApplExtID
F	1407	DfltApplExtID
F	1408	DefaultCstmApplVerID
F	1409	SessStat
F	1410	DfltVerInd
F	1411	Typ
F	1412	ID
F	1413	NoNested4PartySubIDs
F	1414	NoNested4PartyIDs
F	1415	ID
F	1416	Src
F	1417	R
F	1418	LastQty
F	1419	ExerStyle
F	1420	ExerStyle
F	1421	PxUOM
F	1422	PxUOMQty
F	1423	UOMQty
F	1424	PxUOM
F	1425	PxUOMQty
F	1426	ApplRptTyp
F	1427	SideExecID
F	1428	OrdDelay
F	1429	OrdDelayUnit
F	1430	VenuTyp
F	1431	RefOrdIDRsn
F	1432	OrigCustOrdCpcty
F	1433	RefID
F	1434	ModelTyp
F	1435	MultTyp
F	1436	MultTyp
F	1437	MultTyp
F	1438	MultTyp
F	1439	FlowSchedTyp
F	1440	FlowSchedTyp
F	1441	FlowSchedTyp
F	1442	FlowSchedTyp
F	1443	LqdtyInd
F	1444	LqdtyInd
F	1445	NoRtSrc
F	1446	RtSrc
F	1447	RtSrcTyp
F	1448	RefPg
F	1449	RestrctTyp
F	1450	Snrty
F	1451	NotlPctOut
F	1452	OrigNotlPctOut
F	1453	RestrctTyp
F	1454	Snrty
F	1455	NotlPctOut
F	1456	OrigNotlPctOut
F	1457	AttchPnt
F	1458	DetchPnt
F	1459	AttchPnt
F	1460	DetchPnt
F	1462	ID
F	1463	Src
F	1464	R
F	1465	ListID
F	1466	ListRefID
F	1467	ListDesc
F	1470	ListTyp
F	1471	LstTypSrc
F	1472	ID
F	1473	NewsCatgy
F	1474	LangCd
F	1476	RefID
F	1477	RefTyp
F	1478	StrkPxDtrmnMeth
F	1479	StrkPxBndryMeth
F	1480	StrkPxBndryPrcsn
F	1481	PxDtrmnMeth
F	1482	OptPayoutTyp
F	1484	Typ
F	1485	OptPayAmt
F	1486	Px
F	1487	PxBndryMeth
F	1488	PxBndryPrcsn
F	1489	PxTmTyp
F	1490	Cond
F	1492	StartDt
F	1493	EndDt
F	1495	StartTm
F	1496	EndTm
F	1497	ReqID
F	1498	AsgnReqTyp
F	1500	MDStrmID
F	1501	RptID
F	1502	RejRsn
F	1503	ActTyp
F	1504	TxnTm
F	1617	AsgnTyp
M	0	Heartbeat	1	1
M	1	TestRequest	2	1
M	2	ResendRequest	3	1
M	3	Reject	4	1
M	4	SequenceReset	5	1
M	5	Logout	6	1
M	6	IOI	7	0
M	7	Adv	8	0
M	8	ExecRpt	9	0
M	9	OrdCxlRej	10	0
M	A	Logon	11	1
M	AA	DerivSecList	60	0
M	AB	NewOrdMleg	61	0
M	AC	MlegOrdCxlRplc	62	0
M	AD	TrdCaptRptReq	63	0
M	AE	TrdCaptRpt	64	0
M	AF	OrdMassStatReq	65	0
M	AG	QuotReqRej	66	0
M	AH	RFQReq	67	0
M	AI	QuotStatRpt	68	0
M	AJ	QuotRsp	69	0
M	AK	Cnfm	70	0
M	AL	PosMntReq	71	0
M	AM	PosMntRpt	72	0
M	AN	ReqForPoss	73	0
M	AO	ReqForPossAck	74	0
M	AP	PosRpt	75	0
M	AQ	TrdCaptRptReqAck	76	0
M	AR	TrdCaptRptAck	77	0
M	AS	AllocRpt	78	0
M	AT	AllocRptAck	79	0
M	AU	CnfmAck	80	0
M	AV	SettlInstrctnReq	81	0
M	AW	AsgnRpt	82	0
M	AX	CollReq	83	0
M	AY	CollAsgn	84	0
M	AZ	CollRsp	85	0
M	B	News	12	0
M	BA	CollRpt	86	0
M	BB	CollInq	87	0
M	BC	NtwkSysStatReq	88	0
M	BD	NtwkSysStatRsp	89	0
M	BE	UserReq	90	0
M	BF	UserRsp	91	0
M	BG	CollInqAck	92	0
M	BH	CnfmReq	93	0
M	BI	TradSessListReq	101	0
M	BJ	TradSessList	100	0
M	BK	SecListUpd	96	0
M	BL	AdjPosRep	97	0
M	BM	AllocInstrAlert	98	0
M	BN	ExecAck	99	0
M	BO	ContIntRpt	94	0
M	BP	SecDefUpd	95	0
M	BQ	SettlObligation	102	0
M	BR	DerivSecListUpd	103	0
M	BS	TrdgSesListUpd	104	0
M	BT	MktDefReq	105	0
M	BU	MktDef	106	0
M	BV	MktDefUpd	107	0
M	BW	ApplMsgReq	108	0
M	BX	ApplMsgReqAck	109	0
M	BY	ApplMsgRpt	110	0
M	BZ	OrdMassActRpt	111	0
M	C	Email	13	0
M	CA	OrdMassActReq	112	0
M	CB	UserNotifctn	113	0
M	CC	StrmAsgnReq	114	0
M	CD	StrmAsgnRpt	115	0
M	CE	StrmAsgnRptACK	116	0
M	D	Order	14	0
M	E	NewOrdList	15	0
M	F	OrdCxlReq	16	0
M	G	OrdCxlRplcReq	17	0
M	H	OrdStatReq	18	0
M	J	AllocInstrctn	19	0
M	K	ListCxlReq	20	0
M	L	ListExct	21	0
M	M	ListStatReq	22	0
M	N	ListStat	23	0
M	P	AllocInstrctnAck	24	0
M	Q	DkTrd	25	0
M	R	QuotReq	26	0
M	S	Quot	27	0
M	T	SettlInstrctns	28	0
M	V	MktDataReq	29	0
M	W	MktDataFull	30	0
M	X	MktDataInc	31	0
M	Y	MktDataReqRej	32	0
M	Z	QuotCxl	33	0
M	a	QuotStatReq	34	0
M	b	MassQuotAck	35	0
M	c	SecDefReq	36	0
M	d	SecDef	37	0
M	e	SecStatReq	38	0
M	f	SecStat	39	0
M	g	TrdgSesStatReq	40	0
M	h	TrdgSesStat	41	0
M	i	MassQuot	42	0
M	j	BizMsgRej	43	0
M	k	BidReq	44	0
M	l	BidRsp	45	0
M	m	ListStrkPx	46	0
M	n	XMLnonFIX	47	1
M	o	RgstInstrctns	48	0
M	p	RgstInstrctnsRsp	49	0
M	q	OrdMassCxlReq	50	0
M	r	OrdMassCxlRpt	51	0
M	s	NewOrdCrss	52	0
M	t	CrssOrdCxlRplcReq	53	0
M	u	CrssOrdCxlReq	54	0
M	v	SecTypReq	55	0
M	w	SecTyps	56	0
M	x	SecListReq	57	0
M	y	SecList	58	0
M	z	DerivSecListReq	59	0
C	AffectedOrdGrp	AffectOrd	2001	ImplicitBlockRepeating
C	AllocAckGrp	AllocAck	2002	ImplicitBlockRepeating
C	AllocGrp	Alloc	2003	ImplicitBlockRepeating
C	ApplIDReportGrp	ApplIDRptGrp	2117	ImplicitBlockRepeating
C	ApplIDRequestAckGrp	ApplIDReqAckGrp	2116	ImplicitBlockRepeating
C	ApplIDRequestGrp	ApplIDReqGrp	2115	ImplicitBlockRepeating
C	ApplicationSequenceControl	ApplSeqCtrl	1057	Block
C	AttrbGrp	Attrb	2074	ImplicitBlockRepeating
C	BaseTradingRules	BaseTrdgRules	2131	ImplicitBlock
C	BidCompReqGrp	CompReq	2004	ImplicitBlockRepeating
C	BidCompRspGrp	CompRsp	2005	ImplicitBlockRepeating
C	BidDescReqGrp	DescReq	2006	ImplicitBlockRepeating
C	ClrInstGrp	ClrInst	2007	ImplicitBlockRepeating
C	CollInqQualGrp	Qual	2008	ImplicitBlockRepeating
C	CommissionData	Comm	1000	Block
C	CompIDReqGrp	CIDReq	2009	ImplicitBlockRepeating
C	CompIDStatGrp	CIDStat	2010	ImplicitBlockRepeating
C	ComplexEventDates	EvntDts	2146	ImplicitBlockRepeating
C	ComplexEventTimes	EvntTms	2147	ImplicitBlockRepeating
C	ComplexEvents	CmplxEvnt	2145	ImplicitBlockRepeating
C	ContAmtGrp	ContAmt	2011	ImplicitBlockRepeating
C	ContraGrp	Contra	2012	ImplicitBlockRepeating
C	CpctyConfGrp	Cpcty	2013	ImplicitBlockRepeating
C	DerivativeEventsGrp	Evnt	2106	ImplicitBlockRepeating
C	DerivativeInstrument	DerivInstrmt	2140	ImplicitBlock
C	DerivativeInstrumentAttribute	Attrb	2136	ImplicitBlockRepeating
C	DerivativeInstrumentParties	Pty	2141	ImplicitBlockRepeating
C	DerivativeInstrumentPartySubIDsGrp	Sub	2104	ImplicitBlockRepeating
C	DerivativeSecurityAltIDGrp	AID	2105	ImplicitBlockRepeating
C	DerivativeSecurityDefinition	DerivSecDef	2133	ImplicitBlock
C	DerivativeSecurityXML	SecXML	1061	XMLDataBlock
C	DiscretionInstructions	DiscInstr	1001	Block
C	DisplayInstruction	DsplyInstr	1029	Block
C	DlvyInstGrp	DlvInst	2075	ImplicitBlockRepeating
C	EvntGrp	Evnt	2070	ImplicitBlockRepeating
C	ExecAllocGrp	AllExc	2014	ImplicitBlockRepeating
C	ExecCollGrp	CollExc	2015	ImplicitBlockRepeating
C	ExecInstRules	ExecInstRules	2126	ImplicitBlockRepeating
C	ExpirationQty	Qty	1027	BlockRepeating
C	FillsGrp	FillsGrp	2112	ImplicitBlockRepeating
C	FinancingDetails	FinDetls	1002	Block
C	HopGrp	Hop	2085	ImplicitBlockRepeating
C	IOIQualGrp	Qual	2024	ImplicitBlockRepeating
C	InstrmtGrp	Inst	2017	ImplicitBlockRepeating
C	InstrmtLegExecGrp	Exec	2018	ImplicitBlockRepeating
C	InstrmtLegGrp	Leg	2019	OptimisedImplicitBlockRepeating
C	InstrmtLegIOIGrp	IOI	2020	ImplicitBlockRepeating
C	InstrmtLegSecListGrp	SecL	2021	ImplicitBlockRepeating
C	InstrmtMDReqGrp	InstReq	2022	ImplicitBlockRepeating
C	InstrmtStrkPxGrp	StrkPX	2023	ImplicitBlockRepeating
C	Instrument	Instrmt	1003	Block
C	InstrumentExtension	InstrmtExt	1004	Block
C	InstrumentLeg	Leg	1005	Block
C	InstrumentParties	Pty	1032	BlockRepeating
C	InstrumentPtysSubGrp	Sub	2093	ImplicitBlockRepeating
C	LegBenchmarkCurveData	BnchmkCurve	1006	Block
C	LegOrdGrp	Ord	2025	ImplicitBlockRepeating
C	LegPreAllocGrp	PreAll	2026	ImplicitBlockRepeating
C	LegQuotGrp	Quot	2027	ImplicitBlockRepeating
C	LegQuotStatGrp	QuoteStat	2028	ImplicitBlockRepeating
C	LegSecAltIDGrp	LegAID	2072	ImplicitBlockRepeating
C	LegStipulations	Stip	1007	BlockRepeating
C	LinesOfTextGrp	TxtLn	2029	ImplicitBlockRepeating
C	ListOrdGrp	Ord	2030	ImplicitBlockRepeating
C	LotTypeRules	LotTypeRules	2124	ImplicitBlockRepeating
C	MDFullGrp	Full	2031	ImplicitBlockRepeating
C	MDIncGrp	Inc	2032	ImplicitBlockRepeating
C	MDReqGrp	Req	2033	ImplicitBlockRepeating
C	MDRjctGrp	Rjct	2034	ImplicitBlockRepeating
C	MarketDataFeedTypes	MDFeedTyps	2123	ImplicitBlockRepeating
C	MarketSegmentGrp	MktSegGrp	2132	ImplicitBlockRepeating
C	MatchRules	MtchRules	2125	ImplicitBlockRepeating
C	MaturityRules	MatRules	2120	ImplicitBlockRepeating
C	MiscFeesGrp	MiscFees	2035	ImplicitBlockRepeating
C	MsgTypeGrp	MsgTypeGrp	2098	ImplicitBlockRepeating
C	NestedInstrumentAttribute	Attrb	2135	ImplicitBlockRepeating
C	NestedParties	Pty	1008	BlockRepeating
C	NestedParties2	Pty	1009	BlockRepeating
C	NestedParties3	Pty	1010	BlockRepeating
C	NestedParties4	Pty	1059	BlockRepeating
C	NewsRefGrp	Refs	2144	ImplicitBlockRepeating
C	NotAffectedOrdersGrp	NotAffectedOrdersGrp	2111	ImplicitBlockRepeating
C	NstdPtys2SubGrp	Sub	2079	ImplicitBlockRepeating
C	NstdPtys3SubGrp	Sub	2080	ImplicitBlockRepeating
C	NstdPtys4SubGrp	Sub	2142	ImplicitBlockRepeating
C	NstdPtysSubGrp	Sub	2078	ImplicitBlockRepeating
C	OrdAllocGrp	OrdAlloc	2036	ImplicitBlockRepeating
C	OrdListStatGrp	ListStat	2037	ImplicitBlockRepeating
C	OrdTypeRules	OrdTypRules	2128	ImplicitBlockRepeating
C	OrderQtyData	OrdQty	1011	Block
C	Parties	Pty	1012	BlockRepeating
C	PegInstructions	PegInstr	1013	Block
C	PosUndInstrmtGrp	PosUnd	2038	ImplicitBlockRepeating
C	PositionAmountData	Amt	1014	BlockRepeating
C	PositionQty	Qty	1015	BlockRepeating
C	PreAllocGrp	PreAll	2039	ImplicitBlockRepeating
C	PreAllocMlegGrp	PreAllocMleg	2040	ImplicitBlockRepeating
C	PriceLimits	PxLmts	2122	ImplicitBlock
C	PtysSubGrp	Sub	2077	ImplicitBlockRepeating
C	QuotCxlEntriesGrp	QuotCxlEntry	2041	ImplicitBlockRepeating
C	QuotEntryAckGrp	QuotEntryAck	2042	ImplicitBlockRepeating
C	QuotEntryGrp	QuotEntry	2043	ImplicitBlockRepeating
C	QuotQualGrp	QuotQual	2044	ImplicitBlockRepeating
C	QuotReqGrp	QuotReq	2045	ImplicitBlockRepeating
C	QuotReqLegsGrp	Leg	2046	ImplicitBlockRepeating
C	QuotReqRjctGrp	QuotReqRej	2047	ImplicitBlockRepeating
C	QuotSetAckGrp	QuotSetAck	2048	ImplicitBlockRepeating
C	QuotSetGrp	QuotSet	2049	ImplicitBlockRepeating
C	RFQReqGrp	RFQReq	2051	ImplicitBlockRepeating
C	RateSource	RtSrc	1062	BlockRepeating
C	RelSymDerivSecGrp	RelSym	2050	ImplicitBlockRepeating
C	RelSymDerivSecUpdGrp	RelSym	2107	ImplicitBlockRepeating
C	RgstDistInstGrp	RgDtlInst	2052	ImplicitBlockRepeating
C	RgstDtlsGrp	RgDtl	2053	ImplicitBlockRepeating
C	RootParties	Pty	1031	BlockRepeating
C	RootSubParties	Sub	2097	ImplicitBlockRepeating
C	RoutingGrp	Rtg	2054	ImplicitBlockRepeating
C	SecAltIDGrp	AID	2071	ImplicitBlockRepeating
C	SecListGrp	SecL	2055	ImplicitBlockRepeating
C	SecLstUpdRelSymGrp	SecL	2087	ImplicitBlockRepeating
C	SecLstUpdRelSymsLegGrp	SecLstUpdRelSymsLegGrp	2088	ImplicitBlockRepeating
C	SecSizesGrp	SecSizesGrp	2102	ImplicitBlockRepeating
C	SecTypesGrp	SecT	2056	ImplicitBlockRepeating
C	SecondaryPriceLimits	PxLmts2	2121	ImplicitBlock
C	SecurityTradingRules	SecTrdgRules	1058	Block
C	SecurityXML	SecXML	1060	XMLDataBlock
C	SettlDetails	SettlDetails	2139	ImplicitBlockRepeating
C	SettlInstGrp	SetInst	2057	ImplicitBlockRepeating
C	SettlInstructionsData	SetInstr	1016	Block
C	SettlObligationInstructions	SettlObligInst	2101	ImplicitBlockRepeating
C	SettlParties	Pty	1017	BlockRepeating
C	SettlPtysSubGrp	Sub	2076	ImplicitBlockRepeating
C	SideCrossOrdCxlGrp	SideCrossCxl	2058	ImplicitBlockRepeating
C	SideCrossOrdModGrp	SideCrossMod	2059	ImplicitBlockRepeating
C	SideTrdRegTS	TrdRegTS	1028	BlockRepeating
C	SpreadOrBenchmarkCurveData	SprdBnchmkCurve	1018	Block
C	StandardHeader	BaseHeader	1024	Block
C	StandardTrailer	Trlr	1025	Block
C	StatsIndGrp	StatsIndGrp	2103	ImplicitBlockRepeating
C	Stipulations	Stip	1019	BlockRepeating
C	StrategyParametersGrp	StrtPrmGrp	2086	ImplicitBlockRepeating
C	StrikeRules	StrkRules	2119	ImplicitBlockRepeating
C	StrmAsgnReqGrp	Reqs	2148	ImplicitBlockRepeating
C	StrmAsgnReqInstrmtGrp	Instrmts	2150	ImplicitBlockRepeating
C	StrmAsgnRptGrp	Rpts	2149	ImplicitBlockRepeating
C	StrmAsgnRptInstrmtGrp	Instrmts	2151	ImplicitBlockRepeating
C	TargetParties	TgtPty	1063	BlockRepeating
C	TickRules	TickRules	2118	ImplicitBlockRepeating
C	TimeInForceRules	TmInForceRules	2127	ImplicitBlockRepeating
C	TradeCapLegUnderlyingsGrp	TradeCapLegUndlyGrp	2109	ImplicitBlockRepeating
C	TradeReportOrderDetail	TrdRptOrdDetl	2143	ImplicitBlock
C	TradingSessionRules	TrdgSesRules	2129	ImplicitBlock
C	TradingSessionRulesGrp	TrdgSesRulesGrp	2130	ImplicitBlockRepeating
C	TrdAllocGrp	Alloc	2060	ImplicitBlockRepeating
C	TrdCapDtGrp	TrdCapDt	2069	ImplicitBlockRepeating
C	TrdCapRptAckSideGrp	RptSide	2094	ImplicitBlockRepeating
C	TrdCapRptSideGrp	RptSide	2061	ImplicitBlockRepeating
C	TrdCollGrp	TrdColl	2062	ImplicitBlockRepeating
C	TrdInstrmtLegGrp	TrdLeg	2063	ImplicitBlockRepeating
C	TrdRegTimestamps	TrdRegTS	1020	BlockRepeating
C	TrdRepIndicatorsGrp	TrdRepIndicatorsGrp	2113	ImplicitBlockRepeating
C	TrdSessLstGrp	TrdSessLstGrp	2099	ImplicitBlockRepeating
C	TrdgSesGrp	TrdSes	2064	ImplicitBlockRepeating
C	TriggeringInstruction	TrgrInstr	1030	Block
C	UndInstrmtCollGrp	UndColl	2065	ImplicitBlockRepeating
C	UndInstrmtGrp	Undly	2066	OptimisedImplicitBlockRepeating
C	UndSecAltIDGrp	UndAID	2073	ImplicitBlockRepeating
C	UnderlyingAmount	UndDlvAmt	1026	BlockRepeating
C	UnderlyingInstrument	Undly	1021	Block
C	UnderlyingLegInstrument	Instrmt	2134	ImplicitBlock
C	UnderlyingLegSecurityAltIDGrp	AID	2108	ImplicitBlockRepeating
C	UnderlyingStipulations	Stip	1023	BlockRepeating
C	UndlyInstrumentParties	Pty	1033	BlockRepeating
C	UndlyInstrumentPtysSubGrp	Sub	2096	ImplicitBlockRepeating
C	UsernameGrp	UserGrp	2137	ImplicitBlockRepeating
C	YieldData	Yield	1022	Block
X	1	StandardHeader	0	1	1
X	1	112	0	2	0
X	1	StandardTrailer	0	3	1
X	10	StandardHeader	0	1	1
X	10	37	0	2	1
X	10	198	0	3	0
X	10	526	0	4	0
X	10	11	0	5	1
X	10	583	0	6	0
X	10	41	0	7	0
X	10	39	0	8	1
X	10	636	0	9	0
X	10	586	0	10	0
X	10	66	0	11	0
X	10	1	0	12	0
X	10	660	0	13	0
X	10	581	0	14	0
X	10	229	0	15	0
X	10	75	0	16	0
X	10	60	0	17	0
X	10	434	0	18	1
X	10	102	0	19	0
X	10	58	0	20	0
X	10	354	0	21	0
X	10	355	0	22	0
X	10	StandardTrailer	0	23	1
X	100	ApplicationSequenceControl	0	0	0
X	100	StandardHeader	0	1	1
X	100	335	0	2	0
X	100	TrdSessLstGrp	0	3	1
X	100	StandardTrailer	0	100	1
X	1000	12	0	1	0
X	1000	13	0	2	0
X	1000	479	0	3	0
X	1000	497	0	4	0
X	1001	388	0	1	0
X	1001	389	0	2	0
X	1001	841	0	3	0
X	1001	842	0	4	0
X	1001	843	0	5	0
X	1001	844	0	6	0
X	1001	846	0	7	0
X	1002	913	0	1	0
X	1002	914	0	2	0
X	1002	915	0	3	0
X	1002	918	0	4	0
X	1002	788	0	5	0
X	1002	916	0	6	0
X	1002	917	0	7	0
X	1002	919	0	8	0
X	1002	898	0	9	0
X	1003	1227	0	0	0
X	1003	1151	0	0	0
X	1003	1079	0	0	0
X	1003	966	0	0	0
X	1003	1049	0	0	0
X	1003	965	0	0	0
X	1003	967	0	0	0
X	1003	968	0	0	0
X	1003	969	0	0	0
X	1003	1146	0	0	0
X	1003	996	0	0	0
X	1003	1147	0	0	0
X	1003	1191	0	0	0
X	1003	1192	0	0	0
X	1003	1193	0	0	0
X	1003	1194	0	0	0
X	1003	1195	0	0	0
X	1003	1196	0	0	0
X	1003	1197	0	0	0
X	1003	1198	0	0	0
X	1003	1199	0	0	0
X	1003	1200	0	0	0
X	1003	201	0	0	0
X	1003	1244	0	0	0
X	1003	1242	0	0	0
X	1003	997	0	0	0
X	1003	970	0	0	0
X	1003	971	0	0	0
X	1003	SecurityXML	0	0	0
X	1003	InstrumentParties	0	0	0
X	1003	1435	0	0	0
X	1003	1439	0	0	0
X	1003	1449	0	0	0
X	1003	1450	0	0	0
X	1003	1451	0	0	0
X	1003	1452	0	0	0
X	1003	1457	0	0	0
X	1003	1458	0	0	0
X	1003	1478	0	0	0
X	1003	1479	0	0	0
X	1003	1480	0	0	0
X	1003	1481	0	0	0
X	1003	1482	0	0	0
X	1003	55	0	1	0
X	1003	65	0	2	0
X	1003	48	0	3	0
X	1003	22	0	4	0
X	1003	SecAltIDGrp	0	5	0
X	1003	460	0	8	0
X	1003	461	0	9	0
X	1003	167	0	10	0
X	1003	762	0	11	0
X	1003	200	0	12	0
X	1003	541	0	13	0
X	1003	224	0	14	0
X	1003	225	0	15	0
X	1003	239	0	16	0
X	1003	226	0	17	0
X	1003	227	0	18	0
X	1003	228	0	19	0
X	1003	255	0	20	0
X	1003	543	0	21	0
X	1003	470	0	22	0
X	1003	471	0	23	0
X	1003	472	0	24	0
X	1003	240	0	25	0
X	1003	202	0	26	0
X	1003	947	0	27	0
X	1003	206	0	28	0
X	1003	231	0	29	0
X	1003	223	0	30	0
X	1003	207	0	31	0
X	1003	106	0	32	0
X	1003	348	0	33	0
X	1003	349	0	34	0
X	1003	107	0	35	0
X	1003	350	0	36	0
X	1003	351	0	37	0
X	1003	691	0	38	0
X	1003	667	0	39	0
X	1003	875	0	40	0
X	1003	876	0	41	0
X	1003	EvntGrp	0	42	0
X	1003	873	0	47	0
X	1003	874	0	48	0
X	1003	ComplexEvents	0	49	0
X	1004	668	0	1	0
X	1004	869	0	2	0
X	1004	AttrbGrp	0	3	0
X	1005	1212	0	0	0
X	1005	999	0	0	0
X	1005	1224	0	0	0
X	1005	1421	0	0	0
X	1005	1422	0	0	0
X	1005	1001	0	0	0
X	1005	1420	0	0	0
X	1005	1358	0	0	0
X	1005	1017	0	0	0
X	1005	566	0	0	0
X	1005	1436	0	0	0
X	1005	1440	0	0	0
X	1005	600	0	1	0
X	1005	601	0	2	0
X	1005	602	0	3	0
X	1005	603	0	4	0
X	1005	LegSecAltIDGrp	0	5	0
X	1005	607	0	8	0
X	1005	608	0	9	0
X	1005	609	0	10	0
X	1005	764	0	11	0
X	1005	610	0	12	0
X	1005	611	0	13	0
X	1005	248	0	14	0
X	1005	249	0	15	0
X	1005	250	0	16	0
X	1005	251	0	17	0
X	1005	252	0	18	0
X	1005	253	0	19	0
X	1005	257	0	20	0
X	1005	599	0	21	0
X	1005	596	0	22	0
X	1005	597	0	23	0
X	1005	598	0	24	0
X	1005	254	0	25	0
X	1005	612	0	26	0
X	1005	942	0	27	0
X	1005	613	0	28	0
X	1005	614	0	29	0
X	1005	615	0	30	0
X	1005	616	0	31	0
X	1005	617	0	32	0
X	1005	618	0	33	0
X	1005	619	0	34	0
X	1005	620	0	35	0
X	1005	621	0	36	0
X	1005	622	0	37	0
X	1005	623	0	38	0
X	1005	624	0	39	0
X	1005	556	0	40	0
X	1005	740	0	41	0
X	1005	739	0	42	0
X	1005	955	0	43	0
X	1005	956	0	44	0
X	1006	676	0	1	0
X	1006	677	0	2	0
X	1006	678	0	3	0
X	1006	679	0	4	0
X	1006	680	0	5	0
X	1007	683	0	1	0
X	1007	688	1	2	0
X	1007	689	1	3	0
X	1008	539	0	1	0
X	1008	524	1	2	0
X	1008	525	1	3	0
X	1008	538	1	4	0
X	1008	NstdPtysSubGrp	1	5	0
X	1009	756	0	1	0
X	1009	757	1	2	0
X	1009	758	1	3	0
X	1009	759	1	4	0
X	1009	NstdPtys2SubGrp	1	5	0
X	101	1301	0	0	0
X	101	1300	0	0	0
X	101	StandardHeader	0	1	1
X	101	335	0	2	1
X	101	336	0	3	0
X	101	625	0	4	0
X	101	207	0	5	0
X	101	338	0	6	0
X	101	339	0	7	0
X	101	263	0	8	1
X	101	StandardTrailer	0	100	1
X	1010	948	0	1	0
X	1010	949	1	2	0
X	1010	950	1	3	0
X	1010	951	1	4	0
X	1010	NstdPtys3SubGrp	1	5	0
X	1011	38	0	1	0
X	1011	152	0	2	0
X	1011	516	0	3	0
X	1011	468	0	4	0
X	1011	469	0	5	0
X	1012	453	0	1	0
X	1012	448	1	2	0
X	1012	447	1	3	0
X	1012	452	1	4	0
X	1012	PtysSubGrp	1	5	0
X	1013	1094	0	0	0
X	1013	1096	0	0	0
X	1013	1097	0	0	0
X	1013	1098	0	0	0
X	1013	1099	0	0	0
X	1013	211	0	1	0
X	1013	835	0	2	0
X	1013	836	0	3	0
X	1013	837	0	4	0
X	1013	838	0	5	0
X	1013	840	0	6	0
X	1014	1055	1	0	0
X	1014	753	0	1	0
X	1014	707	1	2	0
X	1014	708	1	3	0
X	1015	976	1	0	0
X	1015	702	0	1	0
X	1015	703	1	2	0
X	1015	704	1	3	0
X	1015	705	1	4	0
X	1015	706	1	5	0
X	1015	NestedParties	1	6	0
X	1016	172	0	1	0
X	1016	169	0	2	0
X	1016	170	0	3	0
X	1016	171	0	4	0
X	1016	DlvyInstGrp	0	5	0
X	1017	781	0	1	0
X	1017	782	1	2	0
X	1017	783	1	3	0
X	1017	784	1	4	0
X	1017	SettlPtysSubGrp	1	5	0
X	1018	218	0	1	0
X	1018	220	0	2	0
X	1018	221	0	3	0
X	1018	222	0	4	0
X	1018	662	0	5	0
X	1018	663	0	6	0
X	1018	699	0	7	0
X	1018	761	0	8	0
X	1019	232	0	1	0
X	1019	233	1	2	0
X	1019	234	1	3	0
X	102	ApplicationSequenceControl	0	0	0
X	102	StandardHeader	0	1	1
X	102	715	0	2	0
X	102	1153	0	3	0
X	102	1160	0	4	1
X	102	1159	0	5	1
X	102	58	0	6	0
X	102	354	0	7	0
X	102	355	0	8	0
X	102	60	0	10	0
X	102	SettlObligationInstructions	0	11	1
X	102	StandardTrailer	0	100	1
X	1020	1033	1	0	0
X	1020	1034	1	0	0
X	1020	1035	1	0	0
X	1020	768	0	1	0
X	1020	769	1	2	0
X	1020	770	1	3	0
X	1020	771	1	4	0
X	1021	1213	0	0	0
X	1021	998	0	0	0
X	1021	1423	0	0	0
X	1021	1424	0	0	0
X	1021	1425	0	0	0
X	1021	1000	0	0	0
X	1021	1419	0	0	0
X	1021	972	0	0	0
X	1021	975	0	0	0
X	1021	973	0	0	0
